system:index,centroidLatLon,date,siteName,snow_albedo,surface_latent_heat_flux,surface_latent_heat_flux_hourly,surface_net_solar_radiation,surface_net_solar_radiation_hourly,surface_net_thermal_radiation,surface_net_thermal_radiation_hourly,surface_pressure,surface_sensible_heat_flux,surface_sensible_heat_flux_hourly,surface_solar_radiation_downwards,surface_solar_radiation_downwards_hourly,surface_thermal_radiation_downwards,surface_thermal_radiation_downwards_hourly,system:time_start,temperature_2m,temperature_of_snow_layer,u_component_of_wind_10m,v_component_of_wind_10m,.geo
0_20250308T11,"[78.20000, 16.10000]",20250308 1100,"Site0 78,20000 16,10000",0.8437532782554626,36652,2810,133484,48282,-1394193,-78421,95490.10938,153898,12579,857858,309692,7903887,772936,1.7414316E12,262.73680114746094,257.18666076660156,1.2665252685546875,-0.25743103,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T12,"[78.20000, 16.10000]",20250308 1200,"Site0 78,20000 16,10000",0.8434709906578064,39664,3012,185412,51928,-1518351,-124158,95487.71094,167995,14097,1190340,332482,8644277,740390,1.7414352E12,262.6680603027344,257.12229919433594,1.397705078,-0.202392578,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T13,"[78.20000, 16.10000]",20250308 1300,"Site0 78,20000 16,10000",0.8431963324546814,43002,3338,229356,43944,-1654305,-135954,95497.34375,184220,16225,1471200,280860,9371091,726814,1.7414388E12,262.6172180175781,257.0309753417969,1.5025787353515625,-0.174194336,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T14,"[78.20000, 16.10000]",20250308 1400,"Site0 78,20000 16,10000",0.8429216742515564,46478,3476,262860,33504,-1781141,-126836,95494.31641,201884,17664,1684962,213762,1.0101882E7,730791,1.7414424E12,262.57691955566406,256.9414520263672,1.5711517333984375,-0.147338867,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T15,"[78.20000, 16.10000]",20250308 1500,"Site0 78,20000 16,10000",0.8426622748374939,49778,3300,277548,14688,-1867455,-86314,95490.13281,219332,17448,1778550,93588,1.0870451E7,768569,1.741446E12,262.5474548339844,256.8849639892578,1.6013946533203125,-0.152008057,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T16,"[78.20000, 16.10000]",20250308 1600,"Site0 78,20000 16,10000",0.8424333930015564,53048,3270,279644.4414,2096.441406,-1952323,-84868,95494.92578,237476,18144,1791878.496,13328.49609,1.1642998E7,772547,1.7414496E12,262.5307312011719,256.8125305175781,1.617767333984375,-0.129867554,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T17,"[78.20000, 16.10000]",20250308 1700,"Site0 78,20000 16,10000",0.8422197699546814,56264,3216,279644.4102,-0.03125,-2036698,-84375,95495.58203,255940,18464,1791878.438,-0.05859375,1.241469E7,771692,1.7414532E12,262.4911651611328,256.73670959472656,1.648651123046875,-0.100708008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T18,"[78.20000, 16.10000]",20250308 1800,"Site0 78,20000 16,10000",0.8420214056968689,59540,3276,279645.9805,1.5703125,-2122143,-85445,95500.72266,274828,18888,1791877.688,-0.75,1.3183792E7,769102,1.7414568E12,262.4925231933594,256.66119384765625,1.611907958984375,-0.076904297,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T19,"[78.20000, 16.10000]",20250308 1900,"Site0 78,20000 16,10000",0.8417467474937439,63836,4296,279645.9805,0,-2312833,-190690,95489.10938,296880,22052,1791877.688,0,1.3844337E7,660545,1.7414604E12,261.71624755859375,256.42173767089844,1.311553955078125,-0.042312622,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T20,"[78.20000, 16.10000]",20250308 2000,"Site0 78,20000 16,10000",0.8414644598960876,67388,3552,279645.9805,0,-2473755,-160922,95527.91797,315844,18964,1791877.688,0,1.451063E7,666293,1.741464E12,261.6273193359375,256.2244567871094,1.3013763427734375,-0.007339478,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T21,"[78.20000, 16.10000]",20250308 2100,"Site0 78,20000 16,10000",0.8411974310874939,70844,3456,279645.9805,0,-2614071,-140316,95508.83203,334296,18452,1791877.688,0,1.5188739E7,678109,1.7414676E12,261.50767517089844,256.0605010986328,1.2650299072265625,-0.089370728,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T22,"[78.20000, 16.10000]",20250308 2200,"Site0 78,20000 16,10000",0.8409456610679626,74024,3180,279645.9805,0,-2723152,-109081,95528.50391,351192,16896,1791877.688,0,1.5896976E7,708237,1.7414712E12,261.4822692871094,255.94439697265625,1.1463165283203125,-0.163345337,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250308T23,"[78.20000, 16.10000]",20250308 2300,"Site0 78,20000 16,10000",0.8406710028648376,76968,2944,279645.9805,0,-2833019,-109867,95508.25781,366816,15624,1791877.688,0,1.6609259E7,712283,1.7414748E12,261.42893981933594,255.82472229003906,0.990875244,-0.244064331,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T00,"[78.20000, 16.10000]",20250309 0000,"Site0 78,20000 16,10000",0.8403887152671814,79704,2736,279645.9805,0,-2954906,-121887,95489.97266,381516,14700,1791877.688,0,1.7310816E7,701557,1.7414784E12,261.39300537109375,255.68467712402344,0.8335113525390625,-0.321853638,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T01,"[78.20000, 16.10000]",20250309 0100,"Site0 78,20000 16,10000",0.8400987982749939,2241,2241,0,0,-92315.4375,-92315.4375,95471.21875,12224.5,12224.5,0,0,728797.5,728797.5,1.741482E12,261.1078643798828,255.5887908935547,0.6857757568359375,-0.30859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T02,"[78.20000, 16.10000]",20250309 0200,"Site0 78,20000 16,10000",0.8398088812828064,4146,1905,0,0,-165303.25,-72987.8125,95454.82813,22456,10231.5,0,0,1480955,752157.5,1.7414856E12,261.09376525878906,255.52029418945312,0.56842041,-0.320297241,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T03,"[78.20000, 16.10000]",20250309 0300,"Site0 78,20000 16,10000",0.8395189642906189,6109,1963,0,0,-290608,-125304.75,95442.19141,33093,10637,0,0,2185264.563,704309.5625,1.7414892E12,261.04180908203125,255.36776733398438,0.546051025,-0.459747314,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T04,"[78.20000, 16.10000]",20250309 0400,"Site0 78,20000 16,10000",0.8392443060874939,8120,2011,0,0,-376296.75,-85688.75,95415.42969,43632,10539,0,0,2920633,735368.4375,1.7414928E12,260.9938049316406,255.2792205810547,0.4490203857421875,-0.655227661,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T05,"[78.20000, 16.10000]",20250309 0500,"Site0 78,20000 16,10000",0.8390154242515564,10107,1987,0,0,-422087,-45790.25,95389.28125,53501,9869,0,0,3699619.5,778986.5,1.7414964E12,261.01446533203125,255.2556610107422,0.285552979,-0.828399658,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T06,"[78.20000, 16.10000]",20250309 0600,"Site0 78,20000 16,10000",0.8388094305992126,12112,2005,0,0,-449862.5,-27775.5,95381.91797,63021,9520,0,0,4507143,807523.5,1.7415E12,261.0926971435547,255.26002502441406,0.19631958,-0.998672485,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T07,"[78.20000, 16.10000]",20250309 0700,"Site0 78,20000 16,10000",0.8387789130210876,14213,2101,1296,1296,-445564,4298.5,95371.21875,72144,9123,8052,8052,5357005,849862,1.7415036E12,261.15980529785156,255.31842041015625,0.5000762939453125,-0.945724487,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T08,"[78.20000, 16.10000]",20250309 0800,"Site0 78,20000 16,10000",0.8387636542320251,16124,1911,13386,12090,-428120,17444,95386.20703,80093,7949,83132,75080,6233451,876446,1.7415072E12,261.0284118652344,255.41409301757812,0.221313477,-0.968963623,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T09,"[78.20000, 16.10000]",20250309 0900,"Site0 78,20000 16,10000",0.8387483954429626,17734,1610,40666,27280,-416631,11489,95411.30469,86812,6719,252400,169268,7116953,883502,1.7415108E12,261.1461944580078,255.52113342285156,-0.10723877,-0.922958374,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T10,"[78.20000, 16.10000]",20250309 1000,"Site0 78,20000 16,10000",0.8387255072593689,19404,1670,77820,37154,-445040,-28409,95433.80469,93787,6975,483002,230602,7969660,852707,1.7415144E12,261.1854248046875,255.5797882080078,-0.331832886,-0.830383301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T11,"[78.20000, 16.10000]",20250309 1100,"Site0 78,20000 16,10000",0.8386492133140564,21002,1598,124260,46440,-476478,-31438,95445.64063,100547,6760,771090,288088,8818439,848779,1.741518E12,261.2699890136719,255.64772033691406,-0.505905151,-0.788513184,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T12,"[78.20000, 16.10000]",20250309 1200,"Site0 78,20000 16,10000",0.8385424017906189,22674,1672,169672,45412,-508123,-31645,95476.67969,107754,7207,1052664,281574,9668292,849853,1.7415216E12,261.3390197753906,255.71534729003906,-0.64276123,-0.913166046,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T13,"[78.20000, 16.10000]",20250309 1300,"Site0 78,20000 16,10000",0.8384127020835876,24686,2012,213430,43758,-545441,-37318,95487.66406,116530,8776,1323758,271094,1.0513338E7,845046,1.7415252E12,261.54310607910156,255.77284240722656,-0.692169189,-0.994033813,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T14,"[78.20000, 16.10000]",20250309 1400,"Site0 78,20000 16,10000",0.8383211493492126,27240,2554,245422,31992,-600137,-54696,95512.04297,127387,10857,1521796,198038,1.1340357E7,827019,1.7415288E12,261.7054138183594,255.78712463378906,-0.674957275,-1.120515823,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T15,"[78.20000, 16.10000]",20250309 1500,"Site0 78,20000 16,10000",0.8383974432945251,29904,2664,261522.10942077637,16100.109420776367,-609278,-9141,95543.64453,138552,11165,1621414.4999847412,99618.49998474121,1.2207634E7,867277,1.7415324E12,261.99786376953125,255.8501434326172,-0.689971924,-1.332071304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T16,"[78.20000, 16.10000]",20250309 1600,"Site0 78,20000 16,10000",0.8385958075523376,32764,2860,264499.125,2977.015579223633,-583288,25990,95594.87109,150723,12171,1639835.316,18420.81642150879,1.3114409E7,906775,1.741536E12,262.1812438964844,255.95089721679688,-0.784362793,-1.553178787,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T17,"[78.20000, 16.10000]",20250309 1700,"Site0 78,20000 16,10000",0.8387026190757751,36844,4080,264498.7227,-0.40234375,-612376,-29088,95639.23047,168301,17578,1639835.375,0.05859375,1.3973137E7,858728,1.7415396E12,261.9925079345703,255.96890258789062,-1.076873779,-1.791061401,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T18,"[78.20000, 16.10000]",20250309 1800,"Site0 78,20000 16,10000",0.8386263251304626,41520,4676,264500.2656,1.54296875,-611437,939,95703.57813,189217,20916,1639834.563,-0.8125,1.4855368E7,882231,1.7415432E12,262.08404541015625,256.0406036376953,-1.317932129,-2.034229279,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T19,"[78.20000, 16.10000]",20250309 1900,"Site0 78,20000 16,10000",0.8384966254234314,46792,5272,264497.9688,-2.296875,-632464,-21027,95729.14453,214342,25125,1639836.125,1.5625,1.5719398E7,864030,1.7415468E12,261.93321228027344,256.0847473144531,-1.172439575,-2.245246887,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T20,"[78.20000, 16.10000]",20250309 2000,"Site0 78,20000 16,10000",0.8382677435874939,52792,6000,264497.9688,0,-684570,-52106,95803.58594,243425,29083,1639836.75,0.625,1.6550505E7,831107,1.7415504E12,262.13417053222656,256.08628845214844,-1.176742554,-2.161167145,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T21,"[78.20000, 16.10000]",20250309 2100,"Site0 78,20000 16,10000",0.8380007147789001,59164,6372,264497.9688,0,-784517,-99947,95843.64063,275231,31806,1639836.75,0,1.7326217E7,775712,1.741554E12,262.3727264404297,256.01438903808594,-1.155517578,-2.04057312,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T22,"[78.20000, 16.10000]",20250309 2200,"Site0 78,20000 16,10000",0.8377107977867126,65224,6060,264497.9688,0,-892085,-107568,95874.02344,306593,31362,1639836.75,0,1.8079905E7,753688,1.7415576E12,262.93609619140625,255.92864990234375,-1.073135376,-1.875810623,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250309T23,"[78.20000, 16.10000]",20250309 2300,"Site0 78,20000 16,10000",0.8374132513999939,70896,5672,264497.9688,0,-1001795,-109710,95906.41797,336524,29931,1639836.75,0,1.8821013E7,741108,1.7415612E12,263.2469940185547,255.83700561523438,-0.921768188,-1.685135841,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T00,"[78.20000, 16.10000]",20250310 0000,"Site0 78,20000 16,10000",0.8371157050132751,76116,5220,264497.9688,0,-1121480,-119685,95912.19141,364332,27808,1639836.75,0,1.954472E7,723707,1.7415648E12,263.0010986328125,255.72463989257812,-0.85887146,-1.49464798,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T01,"[78.20000, 16.10000]",20250310 0100,"Site0 78,20000 16,10000",0.8368257880210876,4787.75,4787.75,0,0,-102956.375,-102956.375,95922.21094,25058.5,25058.5,0,0,733236.25,733236.25,1.7415684E12,263.0220489501953,255.63421630859375,-0.912902832,-1.271878242,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T02,"[78.20000, 16.10000]",20250310 0200,"Site0 78,20000 16,10000",0.8365206122398376,9129,4341.25,0,0,-206956.625,-104000.25,95915.10156,47920,22861.5,0,0,1463683.938,730447.6875,1.741572E12,262.82566833496094,255.53875732421875,-1.051147461,-0.953201294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T03,"[78.20000, 16.10000]",20250310 0300,"Site0 78,20000 16,10000",0.8362306952476501,12977,3848,0,0,-300252.5,-93295.875,95905.32422,68215,20295,0,0,2202688.5,739004.5625,1.7415756E12,262.62957763671875,255.4558868408203,-1.095977783,-0.735153198,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T04,"[78.20000, 16.10000]",20250310 0400,"Site0 78,20000 16,10000",0.8359331488609314,16662,3685,0,0,-408797.75,-108545.25,95899.91016,87487,19272,0,0,2926069,723380.5,1.7415792E12,262.36354064941406,255.3461914,-1.130889893,-0.566009521,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T05,"[78.20000, 16.10000]",20250310 0500,"Site0 78,20000 16,10000",0.8356356024742126,20357,3695,0,0,-537566,-128768.25,95888.28516,106435,18948,0,0,3624549,698480,1.7415828E12,261.79486083984375,255.2042999267578,-1.291748047,-0.374252319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T06,"[78.20000, 16.10000]",20250310 0600,"Site0 78,20000 16,10000",0.8353456854820251,23929,3572,0,0,-622898.5,-85332.5,95858.73047,123677,17242,0,0,4359507,734958,1.7415864E12,261.1893310546875,255.12875366210938,-1.415130615,-0.204421997,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T07,"[78.20000, 16.10000]",20250310 0700,"Site0 78,20000 16,10000",0.8350557684898376,27253,3324,2620,2620,-732362.5,-109464,95824.64453,138334,14657,15942,15942,5074280,714773,1.74159E12,258.6851501464844,255.0159149169922,-1.489151001,-0.08215332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T08,"[78.20000, 16.10000]",20250310 0800,"Site0 78,20000 16,10000",0.8347658514976501,29303,2050,19242,16622,-775473,-43110.5,95834.55859,147070,8736,116836,100894,5853041,778761,1.7415936E12,256.6418762207031,255.02139282226562,-1.586227417,0.002029419,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T09,"[78.20000, 16.10000]",20250310 0900,"Site0 78,20000 16,10000",0.8344835638999939,31120,1817,54204,34962,-858965,-83492,95829.54297,155643,8573,328640,211804,6604881,751840,1.7415972E12,256.16102600097656,254.99017333984375,-1.620925903,0.066864014,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T10,"[78.20000, 16.10000]",20250310 1000,"Site0 78,20000 16,10000",0.8341936469078064,32582,1462,98122,43918,-917741,-58776,95841.97266,162323,6680,594180,265540,7384668,779787,1.7416008E12,256.13380432128906,255.01084899902344,-1.613494873,0.095916748,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T11,"[78.20000, 16.10000]",20250310 1100,"Site0 78,20000 16,10000",0.8339189887046814,33864,1282,149296,51174,-977589,-59848,95829.33594,168111,5788,902858,308678,8172043,787375,1.7416044E12,256.0966491699219,255.04006958007812,-1.690292358,0.097930908,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T12,"[78.20000, 16.10000]",20250310 1200,"Site0 78,20000 16,10000",0.8336367011070251,35002,1138,198608,49312,-1025353,-47764,95829.13281,173141,5030,1199830,296972,8977907,805864,1.741608E12,256.1561584472656,255.0830535888672,-1.731430054,0.19005489349365234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T13,"[78.20000, 16.10000]",20250310 1300,"Site0 78,20000 16,10000",0.8333544135093689,35710,708,239452,40844,-1012765,12588,95825.98828,175828,2687,1445524,245694,9851037,873130,1.7416116E12,256.83868408203125,255.20596313476562,-1.715789795,0.236297607,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T14,"[78.20000, 16.10000]",20250310 1400,"Site0 78,20000 16,10000",0.8330644965171814,36702,992,271538,32086,-1022895,-10130,95830.60938,180064,4236,1638200,192676,1.0716175E7,865138,1.7416152E12,256.93934631347656,255.2807617,-1.653656006,0.2672004699707031,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T15,"[78.20000, 16.10000]",20250310 1500,"Site0 78,20000 16,10000",0.8327822089195251,37508,806,288268.7336425781,16730.733642578125,-1039136,-16241,95850.66797,183570,3506,1738513.5,100313.5,1.1577381E7,861206,1.7416188E12,256.4991149902344,255.31948852539062,-1.664001465,0.25321388244628906,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T16,"[78.20000, 16.10000]",20250310 1600,"Site0 78,20000 16,10000",0.8324999213218689,38878,1370,292879.457,4610.723388671875,-1092605,-53469,95861.89453,189863,6293,1766086.5,27573,1.2397141E7,819760,1.7416224E12,255.65023803710938,255.2828369140625,-1.822067261,0.2704916000366211,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T17,"[78.20000, 16.10000]",20250310 1700,"Site0 78,20000 16,10000",0.8322100043296814,39584,706,292879.9063,0.44921875,-1110629,-18024,95860.98828,193674,3811,1766088,1.5,1.3240434E7,843293,1.741626E12,255.4036407470703,255.29049682617188,-1.960800171,0.2978973388671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T18,"[78.20000, 16.10000]",20250310 1800,"Site0 78,20000 16,10000",0.8319277167320251,42360,2776,292879.5586,-0.34765625,-1206191,-95562,95844.39453,208071,14397,1766086.438,-1.5625,1.4003996E7,763562,1.7416296E12,254.50848388671875,255.19349670410156,-2.062744141,0.303283691,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T19,"[78.20000, 16.10000]",20250310 1900,"Site0 78,20000 16,10000",0.8316454291343689,43550,1190,292879.5078,-0.05078125,-1237118,-30927,95785.66016,214754,6683,1766087.438,1,1.4817871E7,813875,1.7416332E12,254.68807983398438,255.1864013671875,-1.811706543,0.39112377166748047,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T20,"[78.20000, 16.10000]",20250310 2000,"Site0 78,20000 16,10000",0.8313631415367126,44794,1244,292879.5078,0,-1293107,-55989,95784.10547,222116,7362,1766087.438,0,1.5609808E7,791937,1.7416368E12,254.50489807128906,255.13973999023438,-1.748596191,0.33080196380615234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T21,"[78.20000, 16.10000]",20250310 2100,"Site0 78,20000 16,10000",0.8310808539390564,45908,1114,292879.5078,0,-1362465,-69358,95818.38281,228626,6510,1766087.438,0,1.6384453E7,774645,1.7416404E12,254.1293945,255.06996154785156,-1.719848633,0.3088998794555664,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T22,"[78.20000, 16.10000]",20250310 2200,"Site0 78,20000 16,10000",0.8307985663414001,47152,1244,292879.5078,0,-1452871,-90406,95826.30078,235928,7302,1766087.438,0,1.7132022E7,747569,1.741644E12,253.7232208251953,254.96749877929688,-1.63684082,0.35089874267578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20250310T23,"[78.20000, 16.10000]",20250310 2300,"Site0 78,20000 16,10000",0.8305086493492126,47980,828,292879.5078,0,-1523403,-70532,95838.99609,241164,5236,1766087.438,0,1.7891618E7,759596,1.7416476E12,253.71697998046875,254.89459228515625,-1.597732544,0.3027191162109375,"{""type"":""MultiPoint"",""coordinates"":[]}"